ts,phase,delta_p,delta_q,thd_v,thd_i,hv1,hv2,hv3,hv4,hv5,hi1,hi2,hi3,hi4,hi5
2026-06-13 02:51:42,2,-50.59,5.14,0.0313,0.2775,175.9211,0.0383,3.5433,0.0381,0.9223,0.8276,0.0154,0.7117,0.0082,0.4839
2026-06-13 02:51:51,2,52.25,16.35,0.0325,0.3062,175.2198,0.0964,3.9724,0.0352,0.6674,0.9997,0.0489,0.5693,0.0338,0.3548
2026-06-13 02:52:07,2,-52.8,-22.07,0.0319,0.2724,175.6761,0.2471,3.6368,0.0482,0.7386,0.0193,0.5818,0.0096,0.4284,0.0203
2026-06-13 02:52:11,2,55.3,29.35,0.0333,0.3036,175.9792,0.0547,4.1327,0.102,0.6487,0.9904,0.0219,0.5507,0.0147,0.3499
2026-06-13 02:52:14,2,-54.77,-30.47,0.0327,0.2783,175.9359,0.4591,3.7498,0.1173,0.8274,0.0436,0.7029,0.0302,0.477,0.0258
2026-06-13 02:54:04,1,-57.5,190.86,0.0359,0.0591,178.9035,0.1781,3.7169,0.0196,0.4577,0.0512,0.006,0.0706,0.0009,0.041
2026-06-13 02:54:09,2,-66.99,-2.15,0.0321,0.35,175.082,0.1868,3.95,0.1361,0.7584,0.0425,0.3383,0.0239,0.5926,0.0155
2026-06-13 02:54:18,1,-50.3,-112.89,0.0358,0.7533,179.1319,0.0832,3.7235,0.0315,1.0188,0.7366,0.0399,0.5589,0.0264,0.3349
2026-06-13 02:58:11,2,-93.8,-91.7,0.0319,0.4042,174.1946,0.1063,3.9507,0.0303,0.3002,0.033,0.2317,0.0238,0.5339,0.0182
2026-06-13 02:58:48,2,54.53,43.29,0.0318,0.3602,175.0799,0.1386,3.9684,0.1349,0.4806,0.0603,0.1573,0.0195,0.3199,0.0309
2026-06-13 02:59:16,2,-51.96,-42.29,0.031,0.3316,174.9836,0.1844,3.8472,0.1037,0.7636,0.5835,0.0407,0.1367,0.0259,0.3612
2026-06-13 02:59:23,2,53.87,28.73,0.031,0.3213,175.245,0.1704,3.7735,0.1004,0.7719,0.0251,0.1837,0.0194,0.3461,0.0056
2026-06-13 02:59:42,2,-53.05,-27.69,0.0304,0.3072,174.8952,0.0913,3.5944,0.08,0.88,0.0443,0.1635,0.0314,0.353,0.025
2026-06-13 03:00:02,2,60.86,38.48,0.0306,0.3135,174.9814,0.1571,3.7453,0.0893,0.8142,0.485,0.0119,0.1754,0.0265,0.3756
2026-06-13 03:00:20,2,-54.99,-41.61,0.0306,0.3131,175.2803,0.3956,3.6828,0.068,0.6686,0.0171,0.1968,0.0238,0.403,0.0206
2026-06-13 03:00:22,2,52.43,25.25,0.0309,0.2997,175.6635,0.2409,3.7751,0.0678,0.8085,0.0864,0.16,0.0757,0.3675,0.0699
2026-06-13 03:00:32,2,-57.46,-11.73,0.0307,0.337,175.1687,0.1893,3.961,0.0928,0.6034,0.0377,0.2784,0.0108,0.3844,0.0154
2026-06-13 03:00:35,2,51.29,2.06,0.0315,0.3531,175.2016,0.0091,3.98,0.0501,0.5477,0.0593,0.127,0.0205,0.3237,0.0133
2026-06-13 03:00:45,2,-51.41,-14.81,0.0301,0.2875,176.4071,0.5297,3.5312,0.165,0.7842,0.0345,0.225,0.0277,0.4145,0.0206
2026-06-13 03:01:07,2,52.95,22.07,0.0311,0.3426,175.4048,0.1002,3.8908,0.08,0.6033,0.0184,0.0882,0.0237,0.3012,0.038
2026-06-13 03:01:17,2,-54.03,-9.4,0.0307,0.2861,176.287,0.3735,3.7781,0.1186,0.9233,0.3267,0.0438,0.2437,0.0405,0.422
2026-06-13 03:01:40,2,55.06,17.82,0.031,0.3459,175.792,0.1285,4.0864,0.0525,0.4832,0.6348,0.0083,0.0973,0.0073,0.302
2026-06-13 03:01:43,2,-51.28,-20.55,0.0294,0.2862,176.1565,0.2118,3.7096,0.0791,0.8071,0.0041,0.2807,0.0187,0.4179,0.0035
2026-06-13 03:01:46,2,66.7,-19.48,0.0305,0.3318,175.8899,0.0839,3.9511,0.0764,0.6359,0.5353,0.0436,0.1896,0.0443,0.3945
2026-06-13 03:01:49,2,-69.39,14.96,0.0306,0.3412,175.6714,0.1743,4.0107,0.0289,0.5853,0.5784,0.0052,0.1872,0.0184,0.3923
2026-06-13 03:02:00,2,53.06,17.79,0.031,0.3366,175.5691,0.2624,4.0904,0.047,0.6784,0.0363,0.1261,0.0415,0.322,0.0242
2026-06-13 03:02:37,2,-51.42,-23.31,0.0289,0.2856,175.3643,0.2114,3.6724,0.0166,0.7435,0.0404,0.2492,0.049,0.3908,0.038
2026-06-13 03:07:43,2,57.46,42.7,0.0311,0.3525,174.7948,0.4041,4.1104,0.1563,0.3024,0.0054,0.2099,0.0282,0.3041,0.0447
2026-06-13 03:07:47,2,-50.01,-19.94,0.0289,0.3055,174.9403,0.4065,3.6085,0.1026,0.3692,0.5109,0.0327,0.2569,0.0437,0.3648
2026-06-13 03:11:17,2,57.63,-19.71,0.0273,0.2317,173.3852,0.2765,3.1707,0.072,0.6201,0.3514,0.0805,0.266,0.0385,0.428
2026-06-13 03:17:22,2,-51.35,46.02,0.0284,0.2778,173.1968,0.2135,3.3862,0.0673,0.4125,0.5575,0.0074,0.1792,0.0238,0.374
2026-06-13 03:17:29,2,71.72,-119.43,0.0284,0.3042,173.7388,0.2059,3.4101,0.0597,0.2969,0.5414,0.0274,0.1843,0.0449,0.388
2026-06-13 03:19:41,2,-64.74,45.81,0.0281,0.2512,174.0137,0.1222,3.2936,0.049,0.3834,0.027,0.2565,0.0045,0.4307,0.0225
2026-06-13 03:19:52,2,50.05,78.81,0.028,0.2834,175.1595,0.0418,3.3096,0.0477,0.4747,0.403,0.0627,0.2483,0.0314,0.4071
2026-06-13 03:20:06,2,57.07,-23.06,0.0292,0.3014,174.2509,0.1435,3.4565,0.0367,0.3044,0.4256,0.0139,0.3012,0.0255,0.5628
2026-06-13 03:20:35,2,-67.54,53.43,0.0298,0.324,173.3958,0.2739,3.5475,0.0205,0.2848,0.537,0.029,0.3823,0.0326,0.6146
2026-06-13 03:20:37,2,93.05,-14.9,0.031,0.3677,172.937,0.1476,4.0036,0.0418,0.3562,0.0552,0.1091,0.0251,0.5477,0.0331
2026-06-13 03:20:42,2,-80.71,10.13,0.03,0.3292,173.4008,0.1637,3.697,0.0249,0.299,0.027,0.2626,0.0447,0.5387,0.0131
2026-06-13 03:20:44,2,93.9,-18.77,0.0293,0.326,174.239,0.0253,3.5533,0.023,0.3958,0.0591,0.3219,0.0409,0.5638,0.0365
2026-06-13 03:20:47,2,-65.28,20.0,0.0307,0.3552,173.1521,0.0892,3.8458,0.0603,0.3512,0.0856,0.2181,0.0338,0.532,0.0157
2026-06-13 03:20:54,2,62.48,-61.49,0.0307,0.3922,173.4711,0.0584,3.7497,0.0788,0.1976,0.7336,0.0425,0.2594,0.0168,0.5537
2026-06-13 03:21:04,2,-106.29,102.13,0.031,0.4035,173.6326,0.0965,3.798,0.0087,0.1893,0.8083,0.0889,0.1732,0.0463,0.537
2026-06-13 03:21:06,2,91.27,-102.06,0.0312,0.3678,173.4677,0.2246,3.7431,0.0309,0.266,0.5634,0.0147,0.3361,0.0146,0.5902
2026-06-13 03:21:11,2,-90.98,41.7,0.0301,0.3398,173.8368,0.0984,3.5847,0.0539,0.2436,0.536,0.0268,0.2571,0.0152,0.5633
2026-06-13 03:21:12,2,60.77,-98.28,0.0301,0.3398,173.8368,0.0984,3.5847,0.0539,0.2436,0.536,0.0268,0.2571,0.0152,0.5633
2026-06-13 03:22:47,2,50.09,83.98,0.0291,0.3419,172.1282,0.1269,3.5888,0.0772,0.324,0.6714,0.084,0.2426,0.0491,0.5686
2026-06-13 03:22:51,2,-57.31,70.86,0.0301,0.4048,172.5555,0.2865,3.8253,0.2025,0.1885,0.0663,0.1134,0.0355,0.4962,0.0175
2026-06-13 03:24:13,2,88.35,-38.56,0.0298,0.4201,173.5397,0.1178,3.9155,0.1097,0.2125,0.0795,0.2301,0.0628,0.5817,0.0581
2026-06-13 03:24:23,1,118.85,-88.94,0.0359,0.0646,180.6279,0.0563,3.5834,0.1264,0.6313,0.0345,0.0057,0.0682,0.0119,0.0455
2026-06-13 03:24:34,2,56.23,24.17,0.0289,0.292,173.8552,0.0864,3.476,0.0291,0.7897,0.0881,0.6267,0.0514,0.3751,0.028
2026-06-13 03:24:40,2,-76.79,12.72,0.0276,0.2413,173.504,0.0635,3.1847,0.1269,0.7275,0.7956,0.0352,0.5989,0.022,0.3795
2026-06-13 03:24:47,2,60.94,-18.17,0.0275,0.2462,173.376,0.0454,3.1176,0.0764,0.7601,0.8313,0.0714,0.6313,0.0731,0.3654
2026-06-13 03:25:36,2,-54.19,42.93,0.0279,0.2562,174.345,0.1698,3.2247,0.1317,0.8644,0.0291,0.7007,0.0169,0.4588,0.0185
2026-06-13 03:25:40,2,62.86,-31.43,0.028,0.286,173.1595,0.3112,3.3869,0.1024,0.7802,0.9684,0.0575,0.604,0.0066,0.3088
2026-06-13 03:25:43,1,-91.72,201.87,0.0351,0.8409,180.5609,0.0594,3.5317,0.1207,1.2164,0.9932,0.1429,0.7071,0.0524,0.3952
2026-06-13 03:25:44,2,-108.59,-6.68,0.03,0.3824,173.0253,0.0222,3.9342,0.0816,0.1783,0.9982,0.017,0.3296,0.0212,0.648
2026-06-13 03:26:58,2,-76.03,-39.57,0.029,0.3098,174.4991,0.1331,3.4289,0.0755,0.4348,0.0407,0.3767,0.0584,0.6253,0.0315
2026-06-13 03:27:00,2,88.55,-6.79,0.0304,0.3273,173.3465,0.1256,3.7832,0.1044,0.332,0.6456,0.0476,0.2694,0.0178,0.5497
2026-06-13 03:27:10,2,-50.91,26.03,0.0307,0.339,173.0356,0.1261,3.8158,0.1153,0.2038,0.7278,0.0355,0.1965,0.019,0.523
2026-06-13 03:27:25,2,63.13,-47.85,0.0306,0.3449,173.1201,0.0662,3.7737,0.0108,0.1865,0.7915,0.0354,0.162,0.0598,0.4946
2026-06-13 03:27:29,2,-74.18,59.86,0.0303,0.3406,173.8619,0.1097,3.7057,0.091,0.1383,0.0827,0.2405,0.0145,0.5552,0.0319
2026-06-13 03:27:37,2,60.53,-36.38,0.0301,0.3305,173.3609,0.1377,3.6841,0.0858,0.2607,0.6743,0.0205,0.2538,0.0082,0.5473
2026-06-13 03:27:41,2,-64.36,7.03,0.0305,0.3482,173.5579,0.248,3.8051,0.1581,0.1176,0.0486,0.1058,0.0234,0.4847,0.0177
2026-06-13 03:27:44,2,69.35,-81.92,0.0304,0.326,173.3781,0.0219,3.6824,0.0709,0.3048,0.6396,0.0127,0.2809,0.0407,0.5458
2026-06-13 03:27:45,2,-53.09,85.65,0.0304,0.326,173.3781,0.0219,3.6824,0.0709,0.3048,0.6396,0.0127,0.2809,0.0407,0.5458
2026-06-13 03:28:22,2,72.84,8.62,0.03,0.3606,171.0418,0.1197,3.8798,0.0861,0.2047,0.0583,0.0555,0.0288,0.4976,0.0176
2026-06-13 03:28:25,2,-61.04,-61.98,0.0293,0.3117,171.9866,0.2244,3.5152,0.0634,0.2081,0.528,0.0296,0.3468,0.0234,0.5781
2026-06-13 03:28:37,1,-74.84,-138.92,0.0366,0.7463,178.3878,0.1424,3.7575,0.0447,0.6613,0.6757,0.0404,0.5438,0.0341,0.3461
2026-06-13 03:29:06,2,60.89,47.36,0.0306,0.3607,171.0323,0.1005,4.0045,0.1668,0.1634,0.8512,0.0225,0.0873,0.036,0.5171
2026-06-13 03:29:11,2,-56.79,-83.85,0.0296,0.3235,172.4119,0.0663,3.652,0.0517,0.2628,0.0291,0.2162,0.0339,0.5324,0.0086
2026-06-13 03:29:38,2,-69.08,85.49,0.0303,0.3781,170.8134,0.3122,3.8622,0.0675,0.2002,0.0312,0.1896,0.0172,0.5087,0.0036
2026-06-13 03:29:40,2,65.47,-22.74,0.0299,0.3554,170.9758,0.2389,3.6497,0.1166,0.2015,0.5045,0.0369,0.3299,0.0335,0.5768
2026-06-13 03:29:43,2,55.38,22.49,0.0311,0.392,172.8791,0.2329,3.935,0.0961,0.0662,0.7634,0.0056,0.2117,0.0251,0.5035
2026-06-13 03:29:45,2,-103.56,15.51,0.0301,0.3657,173.5372,0.2883,3.7316,0.1852,0.2719,0.591,0.0167,0.2488,0.0155,0.5575
2026-06-13 03:29:49,2,101.55,-20.68,0.0307,0.3591,172.3056,0.0235,3.9437,0.0675,0.1166,0.0075,0.0941,0.0328,0.514,0.0491
2026-06-13 03:29:51,2,-55.04,74.36,0.0308,0.415,172.9564,0.2015,3.969,0.1153,0.23,0.8804,0.0707,0.0608,0.0257,0.5044
2026-06-13 03:31:01,2,58.47,-89.76,0.0293,0.3637,172.6521,0.2024,3.7735,0.0668,0.0934,0.0568,0.1466,0.0802,0.5139,0.0677
2026-06-13 03:31:09,2,-86.32,57.36,0.0301,0.4094,172.0571,0.1839,3.9227,0.0816,0.1113,0.8606,0.0338,0.0588,0.0187,0.5091
2026-06-13 03:31:11,2,57.29,-60.35,0.0304,0.3426,171.8727,0.3274,3.8967,0.1327,0.0778,0.7274,0.0253,0.2161,0.0336,0.5142
2026-06-13 03:31:26,2,-61.43,65.12,0.0297,0.3118,172.0431,0.2136,3.631,0.1357,0.2704,0.1244,0.3363,0.0434,0.5674,0.0221
2026-06-13 03:32:01,2,76.24,-38.55,0.0299,0.3528,171.8736,0.0679,3.7433,0.0763,0.0933,0.7734,0.0493,0.1808,0.0215,0.539
2026-06-13 03:32:04,2,-60.8,4.56,0.0296,0.3388,172.1366,0.2243,3.6875,0.0901,0.0863,0.0648,0.2143,0.0483,0.5539,0.0032
2026-06-13 03:32:08,2,58.35,-109.93,0.0304,0.3917,172.2519,0.2683,3.8735,0.0321,0.0938,0.0376,0.1609,0.0403,0.4876,0.0089
2026-06-13 03:32:10,2,-56.28,149.6,0.0308,0.3893,172.1069,0.0467,3.8451,0.0632,0.088,0.7231,0.0264,0.2026,0.0056,0.5596
2026-06-13 03:32:14,2,76.77,-54.38,0.0303,0.366,172.5411,0.2265,3.8366,0.1205,0.1211,0.8952,0.0749,0.0963,0.0588,0.4746
2026-06-13 03:32:18,2,-87.98,-27.01,0.0302,0.388,172.2181,0.2281,3.7659,0.0798,0.0704,0.0122,0.194,0.0137,0.51,0.0293
2026-06-13 03:32:28,2,63.39,-18.68,0.0304,0.3741,172.5573,0.3776,3.9073,0.1586,0.0713,0.0896,0.0547,0.0338,0.523,0.02
2026-06-13 03:32:38,2,-50.92,78.18,0.0296,0.3737,170.8767,0.1846,3.807,0.0761,0.0905,0.8575,0.0534,0.1514,0.0183,0.4768
2026-06-13 03:33:26,2,53.55,-70.85,0.0309,0.3625,172.0944,0.1852,3.8373,0.0655,0.1577,0.0924,0.1331,0.0275,0.4891,0.0335
2026-06-13 03:33:30,2,-60.39,48.3,0.0306,0.393,172.3916,0.2625,3.8609,0.0956,0.1603,0.0522,0.14,0.0311,0.47,0.0096
2026-06-13 03:33:40,1,55.01,17.84,0.0365,0.803,179.5438,0.2011,3.6461,0.023,1.0684,0.7883,0.0423,0.6278,0.0109,0.368
2026-06-13 03:33:42,2,61.85,-62.76,0.0299,0.3367,172.6605,0.2162,3.6947,0.0703,0.2293,0.0365,0.226,0.0104,0.5521,0.0146
2026-06-13 03:33:51,1,52.66,130.12,0.0368,0.8744,179.5356,0.164,3.6536,0.1049,1.1694,1.1392,0.0449,0.8354,0.0519,0.4415
2026-06-13 03:33:56,2,55.24,94.89,0.0298,0.3061,172.7169,0.1546,3.5714,0.0861,0.3678,0.9398,0.0233,0.6238,0.0131,0.4225
2026-06-13 03:34:02,1,50.24,-209.88,0.0357,0.0587,179.2448,0.0866,3.8037,0.0686,0.6122,0.0467,0.0042,0.0349,0.0084,0.0573
2026-06-13 03:34:06,2,-78.0,43.2,0.0292,0.2932,172.1156,0.1474,3.3636,0.0939,0.5238,0.0802,0.7405,0.0506,0.4713,0.0248
2026-06-13 03:34:08,2,62.26,-89.69,0.0281,0.2455,171.8706,0.2882,3.1438,0.0955,0.5717,0.0207,0.6893,0.0146,0.4725,0.019
2026-06-13 03:34:35,2,-59.95,28.76,0.0276,0.2509,171.6979,0.1397,3.12,0.0665,0.6402,0.0154,0.7199,0.0225,0.5054,0.0029
2026-06-13 03:34:37,2,96.33,-54.19,0.0284,0.2655,171.6126,0.1563,3.2939,0.0925,0.4939,0.0331,0.672,0.0131,0.4337,0.0079
2026-06-13 03:34:50,2,-60.81,108.31,0.0291,0.2695,171.7028,0.0177,3.4896,0.0304,0.6198,0.9311,0.0318,0.6267,0.009,0.4103
2026-06-13 03:34:52,2,51.3,-34.56,0.0281,0.2771,172.1978,0.2977,3.2003,0.0622,0.6558,0.8228,0.0156,0.7282,0.0131,0.4968
2026-06-13 03:35:26,2,-79.86,20.32,0.0287,0.287,173.2107,0.1644,3.136,0.0229,0.5469,0.8812,0.0419,0.7588,0.0228,0.5177
2026-06-13 03:35:28,2,69.04,-123.76,0.0293,0.2877,173.4054,0.2436,3.2825,0.0969,0.5484,0.0106,0.7617,0.0153,0.5237,0.0047
2026-06-13 03:36:25,1,52.22,21.18,0.0358,0.0559,178.9991,0.2075,3.4746,0.0973,0.801,0.0685,0.0157,0.0454,0.0039,0.0363
2026-06-13 03:36:35,2,62.42,58.82,0.0283,0.2512,172.7967,0.1393,3.3288,0.0792,0.555,0.0162,0.5977,0.0191,0.3735,0.0108
2026-06-13 03:36:39,2,-102.67,93.43,0.0275,0.2274,172.9827,0.2327,3.051,0.1002,0.6894,0.034,0.6802,0.0097,0.4489,0.013
2026-06-13 03:36:43,2,79.35,-42.94,0.0279,0.2556,172.6936,0.1222,3.2368,0.0361,0.5455,0.9426,0.021,0.6134,0.0144,0.387
2026-06-13 03:37:44,2,-77.69,36.58,0.0279,0.2648,174.0045,0.2803,3.2241,0.0376,0.705,0.943,0.0068,0.6823,0.014,0.4136
2026-06-13 03:37:46,2,50.11,6.0,0.0272,0.237,173.1659,0.2173,2.9969,0.1578,0.6548,0.0059,0.7231,0.0248,0.4832,0.005
2026-06-13 03:37:57,2,53.17,-108.81,0.0281,0.2648,173.2347,0.21,3.3935,0.0935,0.5556,0.0095,0.6048,0.0178,0.3754,0.0065
2026-06-13 03:38:00,2,-94.35,77.94,0.0274,0.2592,173.7529,0.3298,3.0962,0.1421,0.661,0.827,0.0076,0.7255,0.0163,0.4613
2026-06-13 03:38:02,2,94.4,-84.35,0.028,0.2735,173.4558,0.2125,3.3692,0.1204,0.5234,0.0223,0.6231,0.0254,0.3738,0.0058
2026-06-13 03:38:12,2,-71.79,117.19,0.028,0.2554,173.7123,0.0679,3.2325,0.0934,0.6311,0.9379,0.0217,0.6858,0.0147,0.4067
2026-06-13 03:38:16,2,65.65,-105.12,0.0285,0.2568,172.9237,0.0724,3.4488,0.0929,0.5741,0.0444,0.5867,0.0157,0.3454,0.0384
2026-06-13 03:38:19,2,-62.4,111.96,0.0279,0.2783,173.8832,0.1536,3.2624,0.048,0.6886,0.0263,0.643,0.0179,0.3766,0.0196
2026-06-13 03:38:38,2,60.98,-123.24,0.0274,0.2761,172.2435,0.205,3.1921,0.0873,0.5882,0.0045,0.6095,0.0353,0.363,0.0147
2026-06-13 03:39:01,2,-50.28,112.21,0.0283,0.2849,171.9548,0.1531,3.3586,0.076,0.5492,1.0027,0.0136,0.6361,0.0276,0.3336
2026-06-13 03:39:58,2,53.76,-29.44,0.0287,0.274,172.8842,0.0737,3.3393,0.0979,0.5882,0.9591,0.025,0.6583,0.0295,0.3775
2026-06-13 03:40:06,2,-67.45,65.23,0.0301,0.2485,172.8397,0.2556,3.3563,0.2218,0.6618,0.936,0.0325,0.7133,0.0266,0.424
2026-06-13 03:40:09,2,57.25,-127.67,0.03,0.271,173.0164,0.2561,3.4707,0.0514,0.5127,0.0488,0.6103,0.0221,0.3853,0.0306
2026-06-13 03:40:10,2,-60.09,114.15,0.0297,0.2655,173.7214,0.131,3.399,0.0363,0.6418,0.0145,0.6696,0.03,0.4215,0.0113
2026-06-13 03:42:32,2,80.61,-45.21,0.0295,0.2529,174.1469,0.1455,3.5386,0.0266,0.8039,0.006,0.671,0.0354,0.3738,0.0125
2026-06-13 03:43:41,2,-53.33,-17.25,0.0275,0.2229,174.205,0.2152,3.1069,0.0386,0.7689,0.0282,0.6502,0.009,0.4462,0.0125
2026-06-13 03:47:10,2,-64.91,12.62,0.0296,0.2785,175.1107,0.2834,3.2742,0.1276,0.6897,0.0389,0.628,0.015,0.3899,0.0215
2026-06-13 03:47:12,2,101.49,2.33,0.0308,0.2723,173.7348,0.1595,3.6295,0.0657,0.6538,0.0188,0.6208,0.0172,0.3369,0.0096
2026-06-13 03:47:15,2,-62.03,17.15,0.0302,0.2753,173.7547,0.1958,3.5517,0.0449,0.4378,0.0042,0.5528,0.0334,0.2965,0.026
2026-06-13 03:47:54,2,55.28,-30.86,0.0301,0.2981,173.1273,0.2906,3.5654,0.065,0.5723,0.0474,0.5948,0.0388,0.3165,0.0233
2026-06-13 03:48:10,2,-71.02,-9.98,0.0288,0.2464,172.9989,0.1545,3.2465,0.024,0.7031,0.0571,0.6369,0.0409,0.3904,0.0223
2026-06-13 03:48:19,1,-54.12,-3.5,0.0361,0.0647,180.9426,0.0327,3.5906,0.04,0.9104,0.0315,0.0169,0.0599,0.0106,0.0634
2026-06-13 03:48:25,1,-77.13,195.44,0.0379,0.8917,181.1679,0.1534,3.5134,0.1164,1.4429,0.1156,0.9025,0.0825,0.4525,0.0533
2026-06-13 03:48:44,2,-105.59,-12.67,0.0294,0.3036,174.2183,0.0519,3.4497,0.051,0.6215,0.0298,0.359,0.0088,0.5713,0.0031
2026-06-13 03:49:28,2,52.19,-47.99,0.03,0.3199,172.7169,0.2091,3.6706,0.0271,0.3655,0.5984,0.0442,0.2356,0.0435,0.5357
2026-06-13 03:50:08,2,-63.31,44.4,0.0295,0.3543,172.4386,0.1635,3.561,0.2046,0.4135,0.025,0.2359,0.039,0.5269,0.0512
2026-06-13 03:50:10,2,52.64,-62.29,0.0293,0.3116,171.937,0.3079,3.5569,0.1101,0.4462,0.013,0.258,0.0249,0.5167,0.0134
2026-06-13 03:50:50,2,-52.26,65.18,0.0304,0.3339,173.3428,0.1449,3.8606,0.0817,0.5876,0.0218,0.2713,0.0364,0.5259,0.0399
2026-06-13 03:50:52,2,88.89,-42.34,0.0316,0.3534,172.8587,0.3751,3.8434,0.162,0.4731,0.582,0.0279,0.2684,0.0291,0.5025
2026-06-13 03:51:03,2,-90.64,57.72,0.0301,0.3733,172.8275,0.1975,3.6918,0.0768,0.4468,0.0341,0.2145,0.0226,0.522,0.0251
2026-06-13 03:51:44,2,52.47,-58.85,0.0294,0.377,172.5639,0.1007,3.584,0.011,0.4854,0.0072,0.3332,0.016,0.544,0.0141
2026-06-13 03:51:47,2,-76.54,29.4,0.0288,0.2973,172.3662,0.0952,3.3961,0.1197,0.6471,0.0253,0.4192,0.0168,0.6005,0.0173
2026-06-13 03:51:54,2,71.11,-106.16,0.0285,0.3376,172.6804,0.2068,3.3272,0.0266,0.5519,0.0367,0.4347,0.0332,0.6314,0.007
2026-06-13 03:52:29,2,-57.09,78.72,0.0284,0.2993,172.4043,0.1008,3.4318,0.0901,0.6352,0.0498,0.4238,0.0217,0.5844,0.017
2026-06-13 03:52:31,2,65.02,16.78,0.0283,0.3045,173.7107,0.0644,3.4276,0.0868,0.6173,0.4528,0.0944,0.3775,0.058,0.5775
2026-06-13 03:52:40,1,-51.62,-147.1,0.0354,0.7695,180.9039,0.26,3.5955,0.084,1.4616,0.6366,0.0292,0.4938,0.0232,0.3006
2026-06-13 03:54:07,2,-72.88,15.4,0.0282,0.3161,174.54,0.2706,3.2771,0.0076,0.5454,0.4415,0.0311,0.4044,0.0291,0.588
2026-06-13 03:54:08,2,86.39,-131.87,0.0282,0.3161,174.54,0.2706,3.2771,0.0076,0.5454,0.4415,0.0311,0.4044,0.0291,0.588
2026-06-13 03:54:19,2,-61.24,135.27,0.0286,0.3654,173.3875,0.1791,3.5166,0.0615,0.3768,0.6654,0.0463,0.2586,0.0308,0.5531
2026-06-13 03:54:30,2,63.13,-23.26,0.0289,0.3351,173.0345,0.153,3.5749,0.025,0.3459,0.6341,0.046,0.2664,0.0225,0.5637
2026-06-13 03:54:38,2,-64.45,49.36,0.0287,0.3741,173.9641,0.1516,3.5257,0.0796,0.3275,0.0193,0.2855,0.019,0.5518,0.0183
2026-06-13 03:55:12,2,58.52,-55.87,0.029,0.3357,172.9264,0.0426,3.5489,0.0364,0.1861,0.0517,0.273,0.0283,0.5771,0.0221
2026-06-13 03:55:45,2,-62.34,-7.73,0.0287,0.3285,172.6546,0.3368,3.4275,0.1855,0.5685,0.0315,0.3725,0.0131,0.5811,0.0304
2026-06-13 03:55:49,2,69.79,-58.33,0.0291,0.3743,172.6647,0.0846,3.6057,0.1608,0.3999,0.0446,0.2617,0.0117,0.5542,0.0255
2026-06-13 03:56:30,2,-99.12,85.46,0.0285,0.3075,172.0731,0.2303,3.3506,0.108,0.3989,0.4382,0.0131,0.4329,0.0269,0.6188
2026-06-13 03:56:34,2,56.36,-29.28,0.0286,0.3309,172.2792,0.1982,3.5335,0.0517,0.3051,0.6048,0.0359,0.3252,0.0206,0.5839
2026-06-13 03:58:02,2,53.92,13.11,0.0308,0.3535,171.7038,0.1942,3.7858,0.1005,0.0543,0.0079,0.1446,0.019,0.5139,0.0045
2026-06-13 03:58:58,2,-66.31,24.49,0.0297,0.3482,172.6404,0.1137,3.6788,0.1197,0.1367,0.0278,0.1627,0.0321,0.5037,0.0472
2026-06-13 03:59:08,2,66.22,-73.16,0.0304,0.3506,172.5445,0.0895,3.7649,0.0727,0.0789,0.7699,0.0586,0.1592,0.0137,0.5292
2026-06-13 03:59:13,2,-72.37,114.76,0.0311,0.3917,173.1684,0.0396,3.8355,0.034,0.0768,0.7491,0.0602,0.1604,0.0351,0.5427
2026-06-13 03:59:16,2,62.84,-65.75,0.0304,0.3083,173.9315,0.1704,3.5063,0.0939,0.2961,0.0883,0.3134,0.0614,0.5735,0.0544
2026-06-13 03:59:24,2,-88.36,48.45,0.0301,0.3414,173.4687,0.0867,3.606,0.0228,0.0515,0.7362,0.0713,0.2136,0.0462,0.5062
2026-06-13 03:59:26,2,65.7,-102.78,0.0301,0.316,173.0909,0.294,3.4453,0.0375,0.2104,0.5331,0.0371,0.3523,0.0212,0.5917
2026-06-13 03:59:30,2,-71.22,58.94,0.0304,0.3453,174.1946,0.0486,3.5367,0.1139,0.3958,0.4628,0.0307,0.3202,0.03,0.5863
2026-06-13 03:59:33,2,96.8,-71.9,0.0312,0.3869,173.4915,0.3127,3.8057,0.1493,0.0405,0.7322,0.0429,0.2071,0.0355,0.5351
2026-06-13 04:00:00,2,-87.83,87.5,0.0305,0.3625,173.8485,0.2982,3.6944,0.1418,0.2734,0.0374,0.2731,0.0141,0.5392,0.0322
2026-06-13 04:00:09,2,93.49,-42.03,0.0304,0.3473,173.0915,0.2933,3.7932,0.1316,0.1203,0.7343,0.0443,0.2043,0.0412,0.547
2026-06-13 04:00:14,2,-65.51,41.11,0.0301,0.3477,173.4839,0.2924,3.6511,0.0215,0.1454,0.0642,0.1836,0.0576,0.519,0.0284
2026-06-13 04:00:16,2,58.63,-39.23,0.0296,0.3425,173.4728,0.1588,3.6294,0.0573,0.1966,0.0415,0.1766,0.0479,0.5165,0.0164
2026-06-13 04:00:22,2,-65.48,52.51,0.0302,0.3824,175.0973,0.2614,3.6793,0.079,0.2485,0.0311,0.2268,0.0242,0.5435,0.0088
2026-06-13 04:00:32,2,65.26,-49.58,0.0304,0.3851,173.9671,0.1859,3.7935,0.1002,0.1855,0.0067,0.1772,0.0233,0.4865,0.0246
